food_code,food_code_description,category_number,category_description
11710970,"Infant formula, store brand, gentle or sensitivity",9404,"Formula, prepared from powder"
11710980,"Infant formula, store brand, added rice",9404,"Formula, prepared from powder"
11720310,"Infant formula, NS as to form (Enfamil ProSobee)",9402,"Formula, ready-to-feed"
11720311,"Infant formula, Enfamil ProSobee, ready-to-feed",9402,"Formula, ready-to-feed"
11720312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil ProSobee)",9404,"Formula, prepared from powder"
11720313,"Infant formula, powder, made with water, NFS (Enfamil ProSobee)",9404,"Formula, prepared from powder"
11720314,"Infant formula, liquid concentrate, made with tap water (Enfamil ProSobee)",9404,"Formula, prepared from powder"
11720315,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil ProSobee)",9404,"Formula, prepared from powder"
11720316,"Infant formula, liquid concentrate, made with baby water (Enfamil ProSobee)",9404,"Formula, prepared from powder"
11720317,"Infant formula, Enfamil ProSobee, powder, made with tap water",9404,"Formula, prepared from powder"
11720318,"Infant formula, Enfamil ProSobee, powder, made with bottled water",9404,"Formula, prepared from powder"
11720319,"Infant formula, Enfamil ProSobee, powder, made with baby water",9404,"Formula, prepared from powder"
11720320,"Infant formula, NS as to form (Enfamil Enfagrow Toddler Transitions Soy)",9402,"Formula, ready-to-feed"
11720323,"Infant formula, powder, made with water, NFS (Enfamil Enfagrow Toddler Transitions Soy)",9404,"Formula, prepared from powder"
11720410,"Infant formula, NS as to form (Similac Isomil Soy)",9402,"Formula, ready-to-feed"
11720411,"Infant formula, Similac Isomil Soy, ready-to-feed",9402,"Formula, ready-to-feed"
11720412,"Infant formula, liquid concentrate, made with water, NFS (Similac Isomil Soy)",9404,"Formula, prepared from powder"
11720413,"Infant formula, powder, made with water, NFS (Similac Isomil Soy)",9404,"Formula, prepared from powder"
11720414,"Infant formula, liquid concentrate, made with tap water (Similac Isomil Soy)",9404,"Formula, prepared from powder"
11720415,"Infant formula, liquid concentrate, made with plain bottled water (Similac Isomil Soy)",9404,"Formula, prepared from powder"
11720416,"Infant formula, liquid concentrate, made with baby water (Similac Isomil Soy)",9404,"Formula, prepared from powder"
11720417,"Infant formula, Similac Isomil Soy, powder, made with tap water",9404,"Formula, prepared from powder"
11720418,"Infant formula, Similac Isomil Soy, powder, made with bottled water",9404,"Formula, prepared from powder"
11720419,"Infant formula, Similac Isomil Soy, powder, made with baby water",9404,"Formula, prepared from powder"
11720430,"Infant formula, Similac for Diarrhea",9402,"Formula, ready-to-feed"
11720431,"Infant formula, ready-to-feed (Similac Expert Care for Diarrhea)",9402,"Formula, ready-to-feed"
11720610,"Infant formula, NS as to form (Gerber Good Start Soy)",9402,"Formula, ready-to-feed"
11720611,"Infant formula, Gerber Good Start Soy, Stage 1, ready-to-feed",9402,"Formula, ready-to-feed"
11720612,"Infant formula, liquid concentrate, made with water, NFS (Gerber Good Start Soy)",9404,"Formula, prepared from powder"
11720613,"Infant formula, powder, made with water, NFS (Gerber Good Start Soy)",9404,"Formula, prepared from powder"
11720614,"Infant formula, liquid concentrate, made with tap water (Gerber Good Start Soy)",9404,"Formula, prepared from powder"
11720615,"Infant formula, liquid concentrate, made with plain bottled water (Gerber Good Start Soy)",9404,"Formula, prepared from powder"
11720616,"Infant formula, liquid concentrate, made with baby water (Gerber Good Start Soy)",9404,"Formula, prepared from powder"
11720617,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with tap water",9404,"Formula, prepared from powder"
11720618,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with bottled water",9404,"Formula, prepared from powder"
11720619,"Infant formula, Gerber Good Start Soy, Stage 1, powder, made with baby water",9404,"Formula, prepared from powder"
11720620,"Infant formula, NS as to form (Gerber Graduates Soy)",9402,"Formula, ready-to-feed"
11720800,"Infant formula, NS as to form (Store Brand Soy)",9402,"Formula, ready-to-feed"
11720801,"Infant formula, ready-to-feed (Store brand Soy)",9402,"Formula, ready-to-feed"
11720802,"Infant formula, liquid concentrate, made with water, NFS (Store Brand Soy)",9404,"Formula, prepared from powder"
11720803,"Infant formula, powder, made with water, NFS (Store Brand Soy)",9404,"Formula, prepared from powder"
11720807,"Infant formula, powder, made with tap water (Store Brand Soy)",9404,"Formula, prepared from powder"
11720808,"Infant formula, powder, made with plain bottled water (Store Brand Soy)",9404,"Formula, prepared from powder"
11720809,"Infant formula, store brand, soy",9404,"Formula, prepared from powder"
11740310,"Infant formula, NS as to form (Enfamil Nutramigen)",9402,"Formula, ready-to-feed"
11740311,"Infant formula, Enfamil Nutramigen, ready-to-feed",9402,"Formula, ready-to-feed"
11740312,"Infant formula, liquid concentrate, made with water, NFS (Enfamil Nutramigen)",9404,"Formula, prepared from powder"
11740313,"Infant formula, Enfamil Nutramigen, powder, made with water",9404,"Formula, prepared from powder"
11740320,"Infant formula, NS as to form (PurAmino)",9402,"Formula, ready-to-feed"
11740323,"Infant formula, powder, made with water, NFS (PurAmino)",9404,"Formula, prepared from powder"
11740400,"Infant formula, NS as to form (Enfamil Pregestimil)",9402,"Formula, ready-to-feed"
11740401,"Infant formula, Enfamil Pregestimil, ready-to-feed",9402,"Formula, ready-to-feed"
11740403,"Infant formula, Enfamil Pregestimil, powder, made with water",9404,"Formula, prepared from powder"
11740405,"Infant formula, amino acids",9404,"Formula, prepared from powder"
11740511,"Infant formula, ready-to-feed, low iron (Enfamil Premature 20 Cal)",9402,"Formula, ready-to-feed"
11740521,"Infant formula, ready-to-feed, with iron (Enfamil Premature 20 Cal)",9402,"Formula, ready-to-feed"
11740560,"Infant formula, low iron",9404,"Formula, prepared from powder"
11810000,"Milk, dry, not reconstituted, NS as to fat content",9999,Not included in a food category
11811000,"Milk, dry, not reconstituted, whole",9999,Not included in a food category
11812000,"Milk, dry, not reconstituted, low fat (1%)",9999,Not included in a food category
11813000,"Milk, dry, not reconstituted, fat free (skim)",9999,Not included in a food category
11825000,"Whey, sweet, dry",9999,Not included in a food category
11830150,"Cocoa powder, not reconstituted",9999,Not included in a food category
11830160,"Chocolate beverage powder, dry mix, not reconstituted",9999,Not included in a food category
11830165,"Chocolate beverage powder, light, dry mix, not reconstituted",9999,Not included in a food category
11830260,"Milk, malted, dry mix, not reconstituted",9999,Not included in a food category
11830400,"Strawberry beverage powder, dry mix, not reconstituted",9999,Not included in a food category
12100100,"Cream, NS as to light, heavy, or half and half",8008,Cream and cream substitutes
12110100,"Cream, light",8008,Cream and cream substitutes
12120100,"Cream, half and half",8008,Cream and cream substitutes
12120106,"Cream, half and half, flavored",8008,Cream and cream substitutes
12120110,"Cream, half and half, fat free",8008,Cream and cream substitutes
12130100,"Cream, heavy",8008,Cream and cream substitutes
12140000,"Cream, whipped",8006,"Cream cheese, sour cream, whipped cream"
12200100,"Coffee creamer, NFS",8008,Cream and cream substitutes
12210200,"Coffee creamer, liquid",8008,Cream and cream substitutes
12210210,"Coffee creamer, liquid, flavored",8008,Cream and cream substitutes
12210260,"Coffee creamer, liquid, fat free",8008,Cream and cream substitutes
12210270,"Coffee creamer, liquid, fat free, flavored",8008,Cream and cream substitutes
12210280,"Coffee creamer, liquid, fat free, sugar free, flavored",8008,Cream and cream substitutes
12210310,"Coffee creamer, liquid, sugar free, flavored",8008,Cream and cream substitutes
12210400,"Coffee creamer, powder",8008,Cream and cream substitutes
12210420,"Coffee creamer, powder, flavored",8008,Cream and cream substitutes
12210430,"Coffee creamer, powder, fat free",8008,Cream and cream substitutes
12210440,"Coffee creamer,powder, fat free, flavored",8008,Cream and cream substitutes
12210505,"Coffee creamer,powder, sugar free, flavored",8008,Cream and cream substitutes
12210520,"Coffee creamer, soy, liquid",8008,Cream and cream substitutes
12220200,Whipped topping,8006,"Cream cheese, sour cream, whipped cream"
12220270,"Whipped topping, fat free",8006,"Cream cheese, sour cream, whipped cream"
12220280,"Whipped topping, sugar free",8006,"Cream cheese, sour cream, whipped cream"
12310100,"Sour cream, regular",8006,"Cream cheese, sour cream, whipped cream"
12310350,"Sour cream, light",8006,"Cream cheese, sour cream, whipped cream"
12310370,"Sour cream, fat free",8006,"Cream cheese, sour cream, whipped cream"
12320100,"Sour cream, imitation",8006,"Cream cheese, sour cream, whipped cream"
12350010,"Dip, NFS",8412,"Dips, gravies, other sauces"
12350200,"Chipotle dip, regular",8412,"Dips, gravies, other sauces"
12350205,"Chipotle dip, light",8412,"Dips, gravies, other sauces"
12350210,"Dill dip, regular",8412,"Dips, gravies, other sauces"
12350215,"Dill dip, light",8412,"Dips, gravies, other sauces"
12350220,"Onion dip, regular",8412,"Dips, gravies, other sauces"
12350225,"Onion dip, light",8412,"Dips, gravies, other sauces"
12350230,"Ranch dip, regular",8412,"Dips, gravies, other sauces"
12350235,"Ranch dip, light",8412,"Dips, gravies, other sauces"
12350240,"Spinach dip, regular",8412,"Dips, gravies, other sauces"
12350245,"Spinach dip, light",8412,"Dips, gravies, other sauces"
12350250,"Vegetable dip, regular",8412,"Dips, gravies, other sauces"
12350255,"Vegetable dip, light",8412,"Dips, gravies, other sauces"
13110000,"Ice cream, NFS",5802,Ice cream and frozen dairy desserts
13110100,"Ice cream, vanilla",5802,Ice cream and frozen dairy desserts
13110102,"Ice cream, vanilla, with additional ingredients",5802,Ice cream and frozen dairy desserts
13110110,"Ice cream, chocolate",5802,Ice cream and frozen dairy desserts
13110112,"Ice cream, chocolate, with additional ingredients",5802,Ice cream and frozen dairy desserts
13110200,"Ice cream, soft serve, vanilla",5802,Ice cream and frozen dairy desserts
13110210,"Ice cream, soft serve, chocolate",5802,Ice cream and frozen dairy desserts
13110460,"Gelato, vanilla",5802,Ice cream and frozen dairy desserts
13110470,"Gelato, chocolate",5802,Ice cream and frozen dairy desserts
13120050,"Ice cream bar, vanilla",5802,Ice cream and frozen dairy desserts
13120100,"Ice cream bar, vanilla, chocolate coated",5802,Ice cream and frozen dairy desserts
13120110,Ice cream candy bar,5802,Ice cream and frozen dairy desserts
13120140,"Ice cream bar, chocolate",5802,Ice cream and frozen dairy desserts
13120500,"Ice cream sandwich, vanilla",5802,Ice cream and frozen dairy desserts
13120510,"Ice cream sandwich, chocolate",5802,Ice cream and frozen dairy desserts
13120550,Ice cream cookie sandwich,5802,Ice cream and frozen dairy desserts
13120730,"Ice cream cone, scooped, vanilla",5802,Ice cream and frozen dairy desserts
13120735,"Ice cream cone, scooped, vanilla, waffle cone",5802,Ice cream and frozen dairy desserts
13120740,"Ice cream cone, NFS",5802,Ice cream and frozen dairy desserts
13120770,"Ice cream cone, scooped, chocolate",5802,Ice cream and frozen dairy desserts
13120775,"Ice cream cone, scooped, chocolate, waffle cone",5802,Ice cream and frozen dairy desserts
13120782,"Ice cream cone, soft serve, vanilla",5802,Ice cream and frozen dairy desserts
13120784,"Ice cream cone, soft serve, chocolate",5802,Ice cream and frozen dairy desserts
13120786,"Ice cream cone, soft serve, vanilla, waffle cone",5802,Ice cream and frozen dairy desserts
13120788,"Ice cream cone, soft serve, chocolate, waffle cone",5802,Ice cream and frozen dairy desserts
13120790,"Ice cream cone, vanilla, prepackaged",5802,Ice cream and frozen dairy desserts
13120792,"Ice cream cone, chocolate, prepackaged",5802,Ice cream and frozen dairy desserts
13120800,"Ice cream soda, flavors other than chocolate",1402,Milk shakes and other dairy drinks
13120810,"Ice cream soda, chocolate",1402,Milk shakes and other dairy drinks
13121000,"Ice cream sundae, NFS",5802,Ice cream and frozen dairy desserts
13121100,"Ice cream sundae, fruit topping",5802,Ice cream and frozen dairy desserts
13121120,Banana split,5802,Ice cream and frozen dairy desserts
13121300,"Ice cream sundae, hot fudge topping",5802,Ice cream and frozen dairy desserts
13121400,"Ice cream sundae, caramel topping",5802,Ice cream and frozen dairy desserts
13126000,"Ice cream, fried",5802,Ice cream and frozen dairy desserts
13130100,"Light ice cream, NFS",5802,Ice cream and frozen dairy desserts
13130300,"Light ice cream, vanilla",5802,Ice cream and frozen dairy desserts
13130310,"Light ice cream, chocolate",5802,Ice cream and frozen dairy desserts
13130700,"Soft serve, blended with candy or cookies, from fast food",5802,Ice cream and frozen dairy desserts
13135000,"Light ice cream sandwich, vanilla",5802,Ice cream and frozen dairy desserts
13135010,"Light ice cream sandwich, chocolate",5802,Ice cream and frozen dairy desserts
13140000,"Light ice cream bar, vanilla",5802,Ice cream and frozen dairy desserts
13140100,"Light ice cream bar, vanilla, chocolate coated",5802,Ice cream and frozen dairy desserts
13140115,"Light ice cream bar, chocolate",5802,Ice cream and frozen dairy desserts
13140700,Creamsicle,5802,Ice cream and frozen dairy desserts
13140710,"Creamsicle, light",5802,Ice cream and frozen dairy desserts
13140900,Fudgesicle,5802,Ice cream and frozen dairy desserts
13142100,"Light ice cream cone, vanilla, prepackaged",5802,Ice cream and frozen dairy desserts
13142110,"Light ice cream cone, chocolate, prepackaged",5802,Ice cream and frozen dairy desserts
13150000,"Sherbet, all flavors",5802,Ice cream and frozen dairy desserts
13161600,"Fudgesicle, light",5802,Ice cream and frozen dairy desserts
13200110,"Pudding, chocolate, NFS",5804,Pudding
13210110,"Pudding, bread",5804,Pudding
13210280,"Pudding, flavors other than chocolate, NFS",5804,Pudding
13210300,Custard,5804,Pudding
13210350,Flan,5804,Pudding
13210370,Creme brulee,5804,Pudding
13210410,"Pudding, rice",5804,Pudding
13210450,"Firni, Indian pudding",5804,Pudding
13210520,"Pudding, tapioca, made from dry mix",5804,Pudding
